muestra_id,acidez fija,acidez volatil,acido citrico,azucar residual,cloruros,dioxido de azufre libre,dioxido de azufre total,pH,sulfatos,calidad,SO2_l / SO2_tot,diox_simil_1,diox_simil_2
2954,5.8,0.27,0.27,12.3,0.045,55.0,170.0,3.28,0.42,6,0.3235294117647059,2.2768604782708498e-27,0.6163132019122897
2955,7.8,0.28,0.34,1.6,0.028,32.0,118.0,3.0,0.38,7,0.2711864406779661,1.6248833408110006e-11,0.9841273200552851
2956,7.1,0.43,0.42,5.5,0.07,29.0,129.0,3.42,0.72,5,0.2248062015503876,2.784842452933014e-14,0.9977525293526299
2957,5.8,0.25,0.28,11.1,0.056,45.0,175.0,3.42,0.43,5,0.2571428571428571,2.8949495863367986e-29,0.5486744503339374
2958,7.4,0.21,0.27,1.2,0.041,27.0,99.0,3.19,0.33,6,0.2727272727272727,1.7613765798223122e-07,0.8333929661285026
2959,7.1,0.44,0.62,11.8,0.044,52.0,152.0,3.12,0.46,6,0.34210526315789475,4.3898144201314395e-21,0.8445089033860343
2960,9.7,0.14,0.59,1.5,0.049,23.0,142.0,2.98,0.62,5,0.1619718309859155,5.879852484306267e-18,0.9380049995307295
2961,6.3,0.23,0.5,10.4,0.043,61.0,132.0,2.86,0.46,6,0.4621212121212121,4.322251274666006e-15,0.9910403787728836
2962,10.4,0.575,0.61,2.6,0.076,11.0,24.0,3.16,0.69,5,0.4583333333333333,0.9733612415243368,0.07419934176053282
2963,7.6,0.5,0.29,2.3,0.086,5.0,14.0,3.32,0.62,6,0.35714285714285715,0.6022997704830654,0.04345627581810221
2964,7.5,0.38,0.5,12.8,0.042,57.0,184.0,3.09,0.46,6,0.30978260869565216,7.677608218738721e-33,0.43127902868897855
2965,6.9,0.24,0.34,4.7,0.04,43.0,161.0,3.2,0.59,6,0.2670807453416149,4.031111852619467e-24,0.7362025458114003
2966,6.2,0.32,0.32,2.2,0.036,15.0,70.0,3.16,0.48,6,0.21428571428571427,0.0038991371262708406,0.4565760496233147
2967,6.1,0.28,0.16,1.3,0.06,36.0,126.0,3.13,0.46,6,0.2857142857142857,1.6999625287756906e-13,1.0
2968,6.3,0.26,0.24,7.2,0.039,38.0,172.0,3.49,0.64,6,0.22093023255813954,4.044599780491334e-28,0.5891938690486437
2969,7.1,0.26,0.49,2.2,0.032,31.0,113.0,3.37,0.42,9,0.2743362831858407,2.3113942871074907e-10,0.9586300930895252
2970,6.4,0.63,0.21,1.6,0.08,12.0,32.0,3.58,0.66,5,0.375,0.9277434863285529,0.10981040403263917
2971,6.4,0.29,0.18,15.0,0.04,21.0,116.0,3.14,0.5,5,0.1810344827586207,4.784760746553178e-11,0.9753099120283326
2972,8.8,0.64,0.17,2.9,0.084,25.0,130.0,3.23,0.54,5,0.19230769230769232,1.505599717049095e-14,0.9960079893439915
2973,6.4,0.27,0.45,8.3,0.05,52.0,196.0,3.18,0.48,5,0.2653061224489796,6.142510493613531e-38,0.29375770032353277
2974,5.9,0.19,0.21,1.7,0.045,57.0,135.0,3.32,0.44,5,0.4222222222222222,6.355759997078935e-16,0.9799536542670847
2975,7.1,0.2,0.41,2.1,0.054,24.0,166.0,3.48,0.62,6,0.14457831325301204,6.71411762552558e-26,0.6703200460356393
2976,6.2,0.28,0.57,1.0,0.043,50.0,92.0,3.17,0.36,6,0.5434782608695652,3.128365169273275e-06,0.7490122054026693
2977,7.8,0.39,0.26,9.9,0.059,33.0,181.0,3.04,0.42,6,0.18232044198895028,1.2612936275556696e-31,0.46942346850496713
2978,6.4,0.15,0.36,1.8,0.034,43.0,150.0,3.42,0.69,8,0.2866666666666667,1.943910877113129e-20,0.865887748059205
2979,10.5,0.43,0.35,3.3,0.092,24.0,70.0,3.21,0.69,6,0.34285714285714286,0.0038991371262708406,0.4565760496233147
2980,8.7,0.78,0.51,1.7,0.415,12.0,66.0,3.0,1.17,5,0.18181818181818182,0.01043071979881779,0.4065696597405991
2981,6.8,0.14,0.18,1.4,0.047,30.0,90.0,3.27,0.54,6,0.3333333333333333,6.743037951139162e-06,0.7232502423798424
2982,6.3,0.26,0.25,7.8,0.058,44.0,166.0,3.24,0.41,5,0.26506024096385544,6.71411762552558e-26,0.6703200460356393
2983,6.4,0.23,0.26,8.1,0.054,47.0,181.0,3.12,0.49,5,0.2596685082872928,1.2612936275556696e-31,0.46942346850496713
2984,5.2,0.645,0.0,2.15,0.08,15.0,28.0,3.78,0.61,6,0.5357142857142857,0.997004495503373,0.09062728067998384
2985,6.8,0.56,0.03,1.7,0.084,18.0,35.0,3.44,0.63,6,0.5142857142857142,0.8253068684916823,0.12615423920258956
2986,6.8,0.31,0.19,3.5,0.086,30.0,130.0,2.83,0.44,5,0.23076923076923078,1.505599717049095e-14,0.9960079893439915
2987,6.3,0.41,0.3,3.2,0.03,49.0,164.0,3.53,0.79,7,0.29878048780487804,3.517066722903549e-25,0.6969789984668727
2988,7.0,0.24,0.36,2.8,0.034,22.0,112.0,3.19,0.38,8,0.19642857142857142,3.86070932651607e-10,0.9521811296985049
2989,6.4,0.16,0.32,8.75,0.038,38.0,118.0,3.19,0.41,5,0.3220338983050847,1.6248833408110006e-11,0.9841273200552851
2990,6.7,0.34,0.3,8.5,0.059,24.0,152.0,3.46,0.64,7,0.15789473684210525,4.3898144201314395e-21,0.8445089033860343
2991,6.7,0.29,0.45,14.3,0.054,30.0,181.0,3.14,0.57,5,0.16574585635359115,1.2612936275556696e-31,0.46942346850496713
2992,6.8,0.28,0.29,11.9,0.052,51.0,149.0,3.02,0.58,6,0.3422818791946309,4.0539911292540826e-20,0.8761219372139776
2993,9.9,0.74,0.19,5.8,0.111,33.0,76.0,3.14,0.55,5,0.4342105263157895,0.0007443494072305689,0.5352614285189903
2994,7.4,0.32,0.22,11.7,0.035,44.0,150.0,3.1,0.45,5,0.29333333333333333,1.943910877113129e-20,0.865887748059205
2995,6.8,0.19,0.23,5.1,0.034,71.0,204.0,3.23,0.69,5,0.3480392156862745,1.5204233453478976e-41,0.21849328438476312
2996,6.6,0.38,0.36,9.2,0.061,42.0,214.0,3.31,0.56,5,0.19626168224299065,2.7508618916677084e-46,0.14427991674278817
2997,7.1,0.47,0.29,14.8,0.024,22.0,142.0,3.12,0.48,8,0.15492957746478872,5.879852484306267e-18,0.9380049995307295
2998,9.3,0.36,0.39,1.5,0.08,41.0,55.0,3.47,0.73,6,0.7454545454545455,0.09517861450234763,0.2835831218565951
2999,6.8,0.3,0.35,2.8,0.038,10.0,164.0,3.09,0.53,6,0.06097560975609756,3.517066722903549e-25,0.6969789984668727
3000,10.5,0.39,0.46,2.2,0.075,14.0,27.0,3.06,0.84,6,0.5185185185185185,1.0,0.08627201579919554
3001,8.9,0.29,0.35,1.9,0.067,25.0,57.0,3.18,1.36,6,0.43859649122807015,0.06720551273974976,0.3041452182568097
3002,7.5,0.28,0.39,10.2,0.045,59.0,209.0,3.16,0.63,6,0.2822966507177033,6.970898260626894e-44,0.1786637020001245
3003,7.7,0.32,0.62,10.6,0.036,56.0,153.0,3.13,0.44,6,0.3660130718954248,2.0673900221784125e-21,0.8333929661285026
3004,6.8,0.22,0.37,1.7,0.036,38.0,195.0,3.35,0.72,6,0.19487179487179487,1.6881756364316596e-37,0.3041452182568097
3005,8.2,0.37,0.36,1.0,0.034,17.0,93.0,3.04,0.32,8,0.1827956989247312,2.111736422206623e-06,0.7616638213305269
3006,5.2,0.6,0.07,7.0,0.044,33.0,147.0,3.33,0.58,5,0.22448979591836735,1.7317228272655536e-19,0.895610204755188
3007,8.3,0.39,0.7,10.6,0.045,33.0,169.0,3.09,0.57,5,0.1952662721893491,5.353751396749578e-27,0.6298648540434844
3008,5.0,0.33,0.16,1.5,0.049,10.0,97.0,3.48,0.44,6,0.10309278350515463,4.1292494158732645e-07,0.8103816252373415
3009,7.4,0.24,0.42,14.0,0.066,48.0,198.0,2.89,0.42,6,0.24242424242424243,7.987027210417774e-39,0.27362410337040804
3010,7.4,0.61,0.01,2.0,0.074,13.0,38.0,3.48,0.65,5,0.34210526315789475,0.6955864334990951,0.14427991674278817
3011,6.4,0.41,0.01,6.1,0.048,20.0,70.0,3.19,0.42,5,0.2857142857142857,0.0038991371262708406,0.4565760496233147
3012,7.1,0.38,0.4,2.2,0.042,54.0,201.0,3.03,0.5,5,0.26865671641791045,3.580146494267396e-40,0.2450605392455259
3013,6.3,0.29,0.4,6.5,0.039,43.0,167.0,3.15,0.44,6,0.25748502994011974,2.9072639567353304e-26,0.6568825786411052
3014,6.6,0.5,0.26,11.3,0.029,32.0,110.0,3.27,0.78,8,0.2909090909090909,1.0578788696485318e-09,0.9380049995307295
3015,7.2,0.15,0.39,1.8,0.043,21.0,159.0,3.52,0.47,5,0.1320754716981132,1.988652231859961e-23,0.7616638213305269
3016,6.5,0.31,0.14,7.5,0.044,34.0,133.0,3.22,0.5,5,0.2556390977443609,2.2950999526353423e-15,0.9878247258083831
3017,8.3,0.58,0.13,2.9,0.096,14.0,63.0,3.17,0.62,6,0.2222222222222222,0.020486277647979705,0.37074158331572676
3018,6.9,0.29,0.32,5.8,0.04,16.0,112.0,3.04,0.58,5,0.14285714285714285,3.86070932651607e-10,0.9521811296985049
3019,7.2,0.28,0.26,12.5,0.046,48.0,179.0,3.1,0.52,6,0.2681564245810056,7.910079899597155e-31,0.49546924289722294
3020,7.0,0.16,0.36,2.6,0.029,28.0,98.0,3.11,0.37,7,0.2857142857142857,2.7049830631279825e-07,0.8220122346781865
3021,7.6,0.285,0.32,14.6,0.063,32.0,201.0,3.0,0.45,5,0.15920398009950248,3.580146494267396e-40,0.2450605392455259
3022,5.8,0.19,0.24,1.3,0.044,38.0,128.0,3.77,0.6,5,0.296875,5.120188741348687e-14,0.999000499833375
3023,6.7,0.31,0.18,7.7,0.043,57.0,200.0,3.17,0.44,6,0.285,1.0139145453022103e-39,0.25436119360819465
3024,5.4,0.5,0.13,5.0,0.028,12.0,107.0,3.48,0.88,7,0.11214953271028037,4.587181746647525e-09,0.91370273103288
3025,7.6,0.37,0.51,11.7,0.094,58.0,181.0,2.91,0.51,5,0.32044198895027626,1.2612936275556696e-31,0.46942346850496713
3026,6.8,0.26,0.24,7.8,0.052,54.0,214.0,3.13,0.47,5,0.2523364485981308,2.7508618916677084e-46,0.14427991674278817
3027,7.6,0.48,0.33,7.0,0.024,14.0,130.0,3.25,0.45,7,0.1076923076923077,1.505599717049095e-14,0.9960079893439915
3028,6.8,0.19,0.71,17.5,0.042,21.0,114.0,2.85,0.5,6,0.18421052631578946,1.3755462568592508e-10,0.9646402934831231
3029,6.4,0.2,0.28,2.5,0.032,24.0,84.0,3.31,0.55,5,0.2857142857142857,5.846981031057106e-05,0.6433927065729562
3030,7.1,0.23,0.39,1.6,0.032,12.0,65.0,3.25,0.4,7,0.18461538461538463,0.01314123871264662,0.39445508427278425
3031,7.3,0.49,0.1,2.6,0.068,4.0,14.0,3.3,0.47,5,0.2857142857142857,0.6022997704830654,0.04345627581810221
3032,6.5,0.27,0.26,11.0,0.03,2.0,82.0,3.07,0.36,5,0.024390243902439025,0.00011449264189049966,0.6163132019122897
3033,7.6,0.31,0.27,5.8,0.036,23.0,109.0,3.34,0.54,6,0.21100917431192662,1.7354484227940743e-09,0.9302982921639203
3034,8.3,0.66,0.15,1.9,0.079,17.0,42.0,3.31,0.54,6,0.40476190476190477,0.5091564206075492,0.17135805889335737
3035,6.5,0.43,0.18,13.15,0.032,25.0,131.0,3.23,0.51,5,0.19083969465648856,8.091194688671889e-15,0.9937694906233947
3036,6.3,0.28,0.47,11.2,0.04,61.0,183.0,3.12,0.51,6,0.3333333333333333,1.9634889666798433e-32,0.44385826077685925
3037,8.6,0.36,0.26,11.1,0.03,43.5,171.0,3.03,0.49,5,0.2543859649122807,9.625180216909195e-28,0.6027516647500953
3038,6.6,0.7,0.08,2.6,0.106,14.0,27.0,3.44,0.58,5,0.5185185185185185,1.0,0.08627201579919554
3039,13.7,0.415,0.68,2.9,0.085,17.0,43.0,3.06,0.8,6,0.3953488372093023,0.4639400210916467,0.1786637020001245
3040,8.0,0.16,0.36,1.5,0.033,14.0,122.0,3.2,0.39,4,0.11475409836065574,1.7437206169109494e-12,0.9960079893439915
3041,5.8,0.23,0.21,1.5,0.044,21.0,110.0,3.3,0.57,6,0.19090909090909092,1.0578788696485318e-09,0.9380049995307295
3042,6.8,0.14,0.35,1.5,0.047,40.0,117.0,3.07,0.72,6,0.3418803418803419,2.796688455926927e-11,0.9799536542670847
3043,6.0,0.36,0.16,6.3,0.036,36.0,191.0,3.17,0.62,5,0.18848167539267016,9.070826166408033e-36,0.3477574586840902
3044,8.9,0.13,0.49,1.0,0.028,6.0,24.0,2.91,0.32,5,0.25,0.9733612415243368,0.07419934176053282
3045,6.1,0.31,0.26,2.2,0.051,28.0,167.0,3.37,0.47,6,0.16766467065868262,2.9072639567353304e-26,0.6568825786411052
3046,6.9,0.24,0.37,6.1,0.027,38.0,112.0,3.19,0.34,6,0.3392857142857143,3.86070932651607e-10,0.9521811296985049
3047,6.5,0.26,0.34,1.4,0.04,25.0,184.0,3.29,0.46,5,0.1358695652173913,7.677608218738721e-33,0.43127902868897855
3048,5.7,0.41,0.21,1.9,0.048,30.0,112.0,3.29,0.55,6,0.26785714285714285,3.86070932651607e-10,0.9521811296985049
3049,7.5,1.115,0.1,3.1,0.086,5.0,12.0,3.54,0.6,4,0.4166666666666667,0.5091564206075492,0.03881300143312163
3050,7.2,0.29,0.18,8.2,0.042,41.0,180.0,3.16,0.49,5,0.22777777777777777,3.1681185134954354e-31,0.4823911401151259
3051,7.8,0.54,0.26,2.0,0.088,23.0,48.0,3.41,0.74,6,0.4791666666666667,0.2663350969676039,0.21849328438476312
3052,9.8,0.42,0.48,9.85,0.034,5.0,110.0,2.87,0.29,5,0.045454545454545456,1.0578788696485318e-09,0.9380049995307295
3053,8.1,0.78,0.23,2.6,0.059,5.0,15.0,3.37,0.56,5,0.3333333333333333,0.6492093766851474,0.045947768270989044
3054,6.3,0.3,0.19,7.7,0.049,47.0,184.0,3.22,0.48,5,0.2554347826086957,7.677608218738721e-33,0.43127902868897855
3055,6.5,0.58,0.0,2.2,0.096,3.0,13.0,3.62,0.62,4,0.23076923076923078,0.5554370486980182,0.04107933836763487
3056,7.7,0.27,0.35,5.3,0.03,30.0,117.0,3.11,0.42,6,0.2564102564102564,2.796688455926927e-11,0.9799536542670847
3057,9.3,0.655,0.26,2.0,0.096,5.0,35.0,3.25,0.42,5,0.14285714285714285,0.8253068684916823,0.12615423920258956
3058,7.5,0.31,0.51,14.8,0.039,62.0,204.0,3.06,0.6,5,0.30392156862745096,1.5204233453478976e-41,0.21849328438476312
3059,7.6,0.38,0.2,3.4,0.046,9.0,116.0,3.15,0.41,5,0.07758620689655173,4.784760746553178e-11,0.9753099120283326
3060,5.6,0.41,0.24,1.9,0.034,10.0,53.0,3.32,0.5,7,0.18867924528301888,0.131598455037034,0.2638828564181558
3061,5.6,0.18,0.31,1.5,0.038,16.0,84.0,3.34,0.58,6,0.19047619047619047,5.846981031057106e-05,0.6433927065729562
3062,8.5,0.17,0.31,1.0,0.024,13.0,91.0,2.79,0.37,5,0.14285714285714285,4.6066944370861444e-06,0.7362025458114003
3063,6.1,0.17,0.42,15.1,0.033,28.0,124.0,2.87,0.47,5,0.22580645161290322,5.51022914228981e-13,0.999000499833375
3064,5.9,0.27,0.32,2.0,0.034,31.0,102.0,3.16,0.56,6,0.30392156862745096,4.691164021834418e-08,0.865887748059205
3065,7.3,0.69,0.32,2.2,0.069,35.0,104.0,3.33,0.51,5,0.33653846153846156,1.8845343174858356e-08,0.8860339595928756
3066,7.6,0.2,0.26,4.5,0.086,37.0,133.0,3.15,0.42,5,0.2781954887218045,2.2950999526353423e-15,0.9878247258083831
3067,6.4,0.17,0.34,1.5,0.091,42.0,135.0,3.25,0.49,7,0.3111111111111111,6.355759997078935e-16,0.9799536542670847
3068,7.5,0.42,0.19,6.9,0.041,62.0,150.0,3.23,0.37,6,0.41333333333333333,1.943910877113129e-20,0.865887748059205
3069,6.3,0.27,0.18,7.7,0.048,45.0,186.0,3.23,0.47,5,0.24193548387096775,1.1529317761451266e-33,0.4065696597405991
3070,7.7,0.39,0.28,4.9,0.035,36.0,109.0,3.19,0.58,7,0.3302752293577982,1.7354484227940743e-09,0.9302982921639203
3071,7.2,0.24,0.29,3.0,0.036,17.0,117.0,3.36,0.68,6,0.1452991452991453,2.796688455926927e-11,0.9799536542670847
3072,6.4,0.22,0.32,4.9,0.046,50.0,156.0,3.38,0.55,6,0.32051282051282054,2.083130990636858e-22,0.7985162187593771
3073,6.9,0.4,0.24,2.5,0.083,30.0,45.0,3.26,0.58,5,0.6666666666666666,0.3783256296880768,0.19393155334169038
3074,6.0,0.37,0.32,1.0,0.053,31.0,218.5,3.29,0.72,6,0.14187643020594964,1.6608582116030234e-48,0.11776519615706177
3075,6.3,0.15,0.34,11.4,0.05,25.0,96.0,3.21,0.49,6,0.2604166666666667,6.265733440181832e-07,0.7985162187593771
3076,8.0,0.52,0.03,1.7,0.07,10.0,35.0,3.34,0.57,5,0.2857142857142857,0.8253068684916823,0.12615423920258956
3077,7.6,0.2,0.26,4.8,0.033,26.0,76.0,2.98,0.49,7,0.34210526315789475,0.0007443494072305689,0.5352614285189903
3078,6.5,0.22,0.45,8.0,0.053,52.0,196.0,3.23,0.48,6,0.2653061224489796,6.142510493613531e-38,0.29375770032353277
3079,9.1,0.76,0.68,1.7,0.414,18.0,64.0,2.9,1.33,6,0.28125,0.016457071758747287,0.38251018447178037
3080,7.3,0.17,0.23,6.3,0.051,35.0,240.0,3.36,0.54,6,0.14583333333333334,7.753199366352379e-60,0.03881300143312163
3081,7.0,0.49,0.49,5.6,0.06,26.0,121.0,3.34,0.76,5,0.21487603305785125,3.0741274839199463e-12,0.9937694906233947
3082,7.1,0.31,0.17,1.0,0.042,21.0,144.0,3.13,0.4,5,0.14583333333333334,1.4615999237207966e-18,0.922193691444608
3083,7.1,0.31,0.25,11.2,0.048,32.0,136.0,3.14,0.4,5,0.23529411764705882,3.3146813253630435e-16,0.9753099120283326
3084,7.4,0.16,0.27,15.5,0.05,25.0,135.0,2.9,0.43,7,0.18518518518518517,6.355759997078935e-16,0.9799536542670847
3085,6.9,0.22,0.32,5.8,0.041,20.0,119.0,3.17,0.55,6,0.16806722689075632,9.384140804010432e-12,0.9878247258083831
3086,7.3,0.22,0.3,8.2,0.047,42.0,207.0,3.33,0.46,6,0.2028985507246377,6.117533538730657e-43,0.19393155334169038
3087,7.0,0.23,0.36,7.1,0.028,31.0,104.0,3.35,0.47,8,0.2980769230769231,1.8845343174858356e-08,0.8860339595928756
3088,5.6,0.54,0.04,1.7,0.049,5.0,13.0,3.72,0.58,5,0.38461538461538464,0.5554370486980182,0.04107933836763487
3089,6.1,0.58,0.23,2.5,0.044,16.0,70.0,3.46,0.65,6,0.22857142857142856,0.0038991371262708406,0.4565760496233147
3090,6.9,0.4,0.42,6.2,0.066,41.0,176.0,3.12,0.54,5,0.23295454545454544,1.187639468071445e-29,0.5352614285189903
3091,8.8,0.23,0.35,10.7,0.04,26.0,183.0,2.93,0.49,6,0.14207650273224043,1.9634889666798433e-32,0.44385826077685925
3092,7.3,0.145,0.33,1.1,0.042,14.0,64.0,3.1,0.37,7,0.21875,0.016457071758747287,0.38251018447178037
3093,6.6,0.25,0.33,8.5,0.042,29.0,141.0,3.28,0.6,5,0.20567375886524822,1.168763767112266e-17,0.9453027806520595
3094,7.1,0.6,0.0,1.8,0.074,16.0,34.0,3.47,0.7,6,0.47058823529411764,0.8632939774163194,0.12051271656014938
3095,6.2,0.36,0.14,8.9,0.036,38.0,155.0,3.27,0.5,5,0.24516129032258063,4.503577342094862e-22,0.8103816252373415
3096,7.6,0.29,0.49,9.6,0.03,45.0,197.0,3.13,0.38,7,0.22842639593908629,2.221613055855667e-38,0.2835831218565951
3097,9.1,0.4,0.5,1.8,0.071,7.0,16.0,3.21,0.69,8,0.4375,0.6955864334990951,0.048557821270009974
3098,7.2,0.33,0.28,1.4,0.034,26.0,109.0,3.28,0.57,6,0.23853211009174313,1.7354484227940743e-09,0.9302982921639203
3099,8.2,0.44,0.24,2.3,0.063,10.0,28.0,3.25,0.53,6,0.35714285714285715,0.997004495503373,0.09062728067998384
3100,7.6,0.39,0.32,3.6,0.035,22.0,93.0,3.08,0.6,7,0.23655913978494625,2.111736422206623e-06,0.7616638213305269
3101,9.1,0.45,0.35,2.4,0.08,23.0,78.0,3.38,0.62,5,0.2948717948717949,0.0004085076160078274,0.5621424451968224
3102,7.3,0.19,0.24,6.3,0.054,34.0,231.0,3.36,0.54,6,0.1471861471861472,6.014541465432274e-55,0.06352955806803286
3103,6.3,0.24,0.37,1.8,0.031,6.0,61.0,3.3,0.34,4,0.09836065573770492,0.031179326997954438,0.3477574586840902
3104,6.2,0.37,0.24,6.1,0.032,19.0,86.0,3.04,0.26,8,0.22093023255813954,2.915162210177123e-05,0.6703200460356393
3105,7.6,0.645,0.03,1.9,0.086,14.0,57.0,3.37,0.46,5,0.24561403508771928,0.06720551273974976,0.3041452182568097
3106,6.3,0.3,0.34,1.6,0.049,14.0,132.0,3.3,0.49,6,0.10606060606060606,4.322251274666006e-15,0.9910403787728836
3107,6.4,0.795,0.0,2.2,0.065,28.0,52.0,3.49,0.52,5,0.5384615384615384,0.15335496684492847,0.25436119360819465
3108,7.8,0.32,0.33,10.4,0.031,47.0,194.0,3.07,0.58,6,0.2422680412371134,4.611939298975168e-37,0.3147426368427819
3109,6.4,0.32,0.23,16.2,0.055,36.0,176.0,3.26,0.54,5,0.20454545454545456,1.187639468071445e-29,0.5352614285189903
3110,7.1,0.26,0.31,2.2,0.044,29.0,128.0,3.34,0.64,8,0.2265625,5.120188741348687e-14,0.999000499833375
3111,7.2,0.24,0.27,1.4,0.038,31.0,122.0,3.15,0.46,6,0.2540983606557377,1.7437206169109494e-12,0.9960079893439915
3112,7.6,0.735,0.02,2.5,0.071,10.0,14.0,3.51,0.71,7,0.7142857142857143,0.6022997704830654,0.04345627581810221
3113,7.7,0.34,0.58,11.1,0.039,41.0,151.0,3.06,0.49,5,0.271523178807947,9.26539926652296e-21,0.8553453273074225
3114,10.2,0.54,0.37,15.4,0.214,55.0,95.0,3.18,0.77,6,0.5789473684210527,9.450764625260006e-07,0.7864312286813591
3115,7.9,0.17,0.32,1.6,0.053,47.0,150.0,3.29,0.76,6,0.31333333333333335,1.943910877113129e-20,0.865887748059205
3116,6.8,0.3,0.27,11.6,0.028,22.0,97.0,2.96,0.38,6,0.2268041237113402,4.1292494158732645e-07,0.8103816252373415
3117,7.0,0.4,0.32,3.6,0.061,9.0,29.0,3.28,0.49,7,0.3103448275862069,0.9880717128619305,0.09515482282280588
3118,6.2,0.3,0.3,2.5,0.041,29.0,82.0,3.31,0.61,7,0.35365853658536583,0.00011449264189049966,0.6163132019122897
3119,6.9,0.4,0.43,6.2,0.065,42.0,178.0,3.11,0.53,5,0.23595505617977527,1.9631548368028403e-30,0.5086475186803137
3120,8.2,0.31,0.4,2.2,0.058,6.0,10.0,3.31,0.68,7,0.6,0.4202102910640503,0.034596595420891954
3121,6.8,0.19,0.32,7.6,0.049,37.0,107.0,3.12,0.44,7,0.34579439252336447,4.587181746647525e-09,0.91370273103288
3122,6.0,0.2,0.32,3.0,0.031,26.0,118.0,3.38,0.68,7,0.22033898305084745,1.6248833408110006e-11,0.9841273200552851
3123,6.5,0.18,0.48,18.0,0.054,56.0,183.0,2.98,0.61,6,0.30601092896174864,1.9634889666798433e-32,0.44385826077685925
3124,6.4,0.24,0.32,14.9,0.047,54.0,162.0,3.28,0.5,6,0.3333333333333333,1.7986605191577125e-24,0.7232502423798424
3125,5.8,0.32,0.23,1.5,0.033,39.0,121.0,2.96,0.35,5,0.32231404958677684,3.0741274839199463e-12,0.9937694906233947
3126,7.4,0.28,0.49,1.5,0.034,20.0,126.0,2.98,0.39,6,0.15873015873015872,1.6999625287756906e-13,1.0
3127,7.9,0.2,0.49,1.6,0.053,15.0,144.0,3.16,0.47,5,0.10416666666666667,1.4615999237207966e-18,0.922193691444608
3128,6.3,0.23,0.33,1.5,0.036,15.0,105.0,3.32,0.42,6,0.14285714285714285,1.1837421617474535e-08,0.895610204755188
3129,7.1,0.37,0.32,1.4,0.037,27.0,126.0,3.19,0.62,5,0.21428571428571427,1.6999625287756906e-13,1.0
3130,6.0,0.2,0.33,1.1,0.039,45.0,126.0,3.31,0.45,7,0.35714285714285715,1.6999625287756906e-13,1.0
3131,8.0,0.27,0.33,1.2,0.05,41.0,103.0,3.0,0.45,6,0.39805825242718446,2.982258036495961e-08,0.8761219372139776
3132,6.5,0.22,0.29,7.4,0.028,16.0,87.0,3.15,0.56,7,0.1839080459770115,2.0399503411171922e-05,0.6836904652289411
3133,6.7,0.15,0.32,7.9,0.034,17.0,81.0,3.29,0.31,6,0.20987654320987653,0.00015877856490002055,0.6027516647500953
3134,6.8,0.41,0.3,8.8,0.045,28.0,131.0,3.12,0.59,5,0.21374045801526717,8.091194688671889e-15,0.9937694906233947
3135,7.4,0.36,0.34,1.8,0.075,18.0,38.0,3.38,0.88,7,0.47368421052631576,0.6955864334990951,0.14427991674278817
3136,7.8,0.29,0.29,3.15,0.044,41.0,117.0,3.24,0.35,5,0.3504273504273504,2.796688455926927e-11,0.9799536542670847
3137,10.1,0.935,0.22,3.4,0.105,11.0,86.0,3.43,0.64,4,0.12790697674418605,2.915162210177123e-05,0.6703200460356393
3138,6.3,0.17,0.32,4.2,0.04,37.0,117.0,3.24,0.43,6,0.3162393162393162,2.796688455926927e-11,0.9799536542670847
3139,6.3,0.17,0.42,2.8,0.028,45.0,107.0,3.27,0.43,6,0.4205607476635514,4.587181746647525e-09,0.91370273103288
3140,8.7,0.7,0.24,2.5,0.226,5.0,15.0,3.32,0.6,6,0.3333333333333333,0.6492093766851474,0.045947768270989044
3141,7.4,0.25,0.36,13.2,0.067,53.0,178.0,3.01,0.48,6,0.29775280898876405,1.9631548368028403e-30,0.5086475186803137
3142,6.1,0.31,0.34,2.8,0.042,59.5,162.0,3.27,0.47,6,0.36728395061728397,1.7986605191577125e-24,0.7232502423798424
3143,9.8,0.44,0.4,2.8,0.036,35.0,167.0,2.97,0.39,5,0.20958083832335328,2.9072639567353304e-26,0.6568825786411052
3144,6.4,0.31,0.53,8.8,0.057,36.0,221.0,3.17,0.44,5,0.16289592760180996,9.218890090684604e-50,0.10474253370494471
3145,6.6,0.56,0.16,3.1,0.045,28.0,92.0,3.12,0.35,6,0.30434782608695654,3.128365169273275e-06,0.7490122054026693
3146,6.5,0.22,0.25,17.1,0.05,44.0,138.0,3.3,0.37,5,0.3188405797101449,8.854683967714215e-17,0.9646402934831231
3147,6.9,0.19,0.31,19.25,0.043,38.0,167.0,2.93,0.52,7,0.2275449101796407,2.9072639567353304e-26,0.6568825786411052
3148,6.9,0.22,0.39,6.0,0.035,44.0,141.0,3.11,0.33,6,0.3120567375886525,1.168763767112266e-17,0.9453027806520595
3149,6.0,0.29,0.25,1.4,0.033,30.0,114.0,3.08,0.43,6,0.2631578947368421,1.3755462568592508e-10,0.9646402934831231
3150,7.3,0.22,0.37,15.5,0.048,70.0,203.0,3.25,0.77,5,0.3448275862068966,4.384119523104226e-41,0.22712607936093493
3151,7.0,0.35,0.3,6.5,0.028,27.0,87.0,3.4,0.42,7,0.3103448275862069,2.0399503411171922e-05,0.6836904652289411
3152,7.8,0.52,0.25,1.9,0.081,14.0,38.0,3.43,0.65,6,0.3684210526315789,0.6955864334990951,0.14427991674278817
3153,6.5,0.44,0.49,7.7,0.045,16.0,169.0,3.11,0.37,6,0.09467455621301775,5.353751396749578e-27,0.6298648540434844
