muestra_id,acidez fija,acidez volatil,acido citrico,azucar residual,cloruros,dioxido de azufre libre,dioxido de azufre total,pH,sulfatos,calidad
2446,7.3,0.205,0.31,1.7,0.06,34.0,110.0,3.72,0.69,6
2447,6.0,0.24,0.34,1.0,0.036,52.0,184.0,3.44,0.44,6
2448,6.0,0.32,0.3,7.3,0.174,46.0,159.0,3.18,0.49,5
2449,7.0,0.25,0.29,15.2,0.047,40.0,171.0,3.22,0.45,5
2450,5.9,0.37,0.3,1.5,0.033,35.0,95.0,3.36,0.56,7
2451,7.8,0.24,0.38,2.1,0.058,14.0,167.0,3.21,0.55,5
2452,6.1,0.36,0.33,1.1,0.05,24.0,169.0,3.15,0.78,6
2453,7.3,0.33,0.47,2.1,0.077,5.0,11.0,3.33,0.53,6
2454,8.8,0.66,0.26,1.7,0.074,4.0,23.0,3.15,0.74,5
2455,8.9,0.12,0.45,1.8,0.075,10.0,21.0,3.41,0.76,7
2456,7.6,0.35,0.46,14.7,0.047,33.0,151.0,3.03,0.53,5
2457,7.3,0.34,0.33,2.5,0.064,21.0,37.0,3.35,0.77,7
2458,7.4,0.18,0.4,1.6,0.047,22.0,102.0,3.28,0.44,5
2459,7.4,0.41,0.66,10.8,0.051,77.0,194.0,3.05,0.46,5
2460,8.2,0.43,0.29,1.6,0.081,27.0,45.0,3.25,0.54,5
2461,6.4,0.15,0.44,1.2,0.043,67.0,150.0,3.14,0.73,7
2462,6.6,0.29,0.39,6.75,0.031,22.0,98.0,3.15,0.8,7
2463,7.0,0.36,0.21,2.4,0.086,24.0,69.0,3.4,0.53,6
2464,6.5,0.37,0.3,2.2,0.033,39.0,107.0,3.22,0.53,7
2465,5.2,0.25,0.23,1.4,0.047,20.0,77.0,3.32,0.62,5
2466,8.3,0.715,0.15,1.8,0.089,10.0,52.0,3.23,0.77,5
2467,6.4,0.35,0.35,5.6,0.034,9.0,148.0,3.17,0.5,4
2468,7.0,0.31,0.31,9.1,0.036,45.0,140.0,2.98,0.31,7
2469,5.7,0.28,0.35,1.2,0.052,39.0,141.0,3.44,0.69,6
2470,6.0,0.13,0.28,5.7,0.038,56.0,189.5,3.59,0.43,7
2471,6.1,0.24,0.26,1.7,0.033,61.0,134.0,3.19,0.81,7
2472,7.1,0.32,0.34,14.5,0.039,46.0,150.0,3.38,0.5,8
2473,6.0,0.26,0.34,1.3,0.046,6.0,29.0,3.29,0.63,5
2474,11.9,0.38,0.51,2.0,0.121,7.0,20.0,3.24,0.76,6
2475,6.9,0.39,0.24,2.1,0.102,4.0,7.0,3.44,0.58,4
2476,7.4,0.19,0.31,14.5,0.045,39.0,193.0,3.1,0.5,6
2477,7.3,0.23,0.34,9.3,0.052,19.0,86.0,3.04,0.56,5
2478,7.2,0.73,0.02,2.5,0.076,16.0,42.0,3.44,0.52,5
2479,7.3,0.25,0.26,7.2,0.048,52.0,207.0,3.12,0.37,5
2480,7.0,0.16,0.25,14.3,0.044,27.0,149.0,2.91,0.46,6
2481,7.5,0.38,0.29,4.9,0.021,38.0,113.0,3.08,0.48,7
2482,7.4,0.2,0.37,16.95,0.048,43.0,190.0,3.03,0.42,6
2483,6.2,0.33,0.27,4.9,0.036,30.0,134.0,3.2,0.42,7
2484,6.9,0.19,0.32,7.9,0.042,30.0,130.0,3.4,0.39,6
2485,6.2,0.22,0.49,6.0,0.029,31.0,128.0,3.41,0.36,8
2486,7.6,0.28,0.39,1.9,0.052,23.0,116.0,3.25,0.4,6
2487,8.1,0.575,0.22,2.1,0.077,12.0,65.0,3.29,0.51,5
2488,6.7,0.48,0.08,2.1,0.064,18.0,34.0,3.33,0.64,5
2489,7.6,0.27,0.29,2.5,0.059,37.0,115.0,3.09,0.37,5
2490,5.7,0.22,0.28,1.3,0.027,26.0,101.0,3.35,0.38,7
2491,5.6,0.49,0.13,4.5,0.039,17.0,116.0,3.42,0.9,7
2492,6.6,0.34,0.4,8.1,0.046,68.0,170.0,3.15,0.5,6
2493,9.8,0.45,0.38,2.5,0.081,34.0,66.0,3.15,0.58,5
2494,6.6,0.41,0.16,1.4,0.037,28.0,160.0,2.95,0.45,6
2495,7.1,0.6,0.01,2.3,0.079,24.0,37.0,3.4,0.61,6
2496,6.8,0.27,0.22,8.1,0.034,55.0,203.0,3.19,0.52,5
2497,5.2,0.22,0.46,6.2,0.066,41.0,187.0,3.19,0.42,5
2498,6.9,0.74,0.03,2.3,0.054,7.0,16.0,3.45,0.63,6
2499,7.4,0.19,0.31,14.5,0.045,39.0,193.0,3.1,0.5,6
2500,9.4,0.3,0.56,2.8,0.08,6.0,17.0,3.15,0.92,8
2501,7.6,0.55,0.21,2.2,0.071,7.0,28.0,3.28,0.55,5
2502,9.2,0.54,0.31,2.3,0.112,11.0,38.0,3.24,0.56,5
2503,6.9,0.41,0.22,4.2,0.031,10.0,102.0,3.0,0.86,4
2504,8.1,0.2,0.3,1.3,0.036,7.0,49.0,2.99,0.73,5
2505,10.4,0.24,0.49,1.8,0.075,6.0,20.0,3.18,1.06,6
2506,7.2,0.27,0.31,1.2,0.031,27.0,80.0,3.03,0.33,6
2507,9.9,1.005,0.46,1.4,0.046,34.0,185.0,3.02,0.49,4
2508,6.5,0.32,0.12,11.5,0.033,35.0,165.0,3.22,0.32,5
2509,8.0,0.5,0.39,2.6,0.082,12.0,46.0,3.43,0.62,6
2510,7.3,0.34,0.39,5.2,0.04,45.0,163.0,3.3,0.47,6
2511,6.9,0.4,0.17,12.9,0.033,59.0,186.0,3.08,0.49,5
2512,6.4,0.24,0.23,2.0,0.046,30.0,133.0,3.12,0.54,7
2513,6.8,0.19,0.33,4.9,0.047,42.0,130.0,3.12,0.56,6
2514,6.8,0.25,0.27,10.7,0.076,47.0,154.0,3.05,0.38,5
2515,6.8,0.29,0.22,3.4,0.035,40.0,122.0,3.09,0.47,6
2516,9.7,0.69,0.32,2.5,0.088,22.0,91.0,3.29,0.62,5
2517,7.2,0.21,1.0,1.1,0.154,46.0,114.0,2.95,0.43,6
2518,7.2,0.25,0.37,2.5,0.063,11.0,41.0,3.52,0.8,7
2519,5.0,0.24,0.21,2.2,0.039,31.0,100.0,3.69,0.62,6
2520,6.5,0.22,0.32,2.2,0.028,36.0,92.0,3.27,0.59,7
2521,7.2,0.41,0.3,2.1,0.083,35.0,72.0,3.44,0.52,5
2522,7.5,0.26,0.25,1.7,0.038,29.0,129.0,3.45,0.56,6
2523,11.6,0.23,0.57,1.8,0.074,3.0,8.0,3.14,0.7,6
2524,7.0,0.43,0.3,2.0,0.085,6.0,39.0,3.33,0.46,6
2525,7.1,0.85,0.49,8.7,0.028,40.0,184.0,3.22,0.36,5
2526,6.1,0.32,0.24,1.5,0.036,38.0,124.0,3.29,0.42,7
2527,10.6,0.48,0.64,2.2,0.111,6.0,20.0,3.26,0.66,6
2528,7.5,0.3,0.21,6.55,0.026,33.0,143.0,2.92,0.35,5
2529,7.0,0.13,0.37,12.85,0.042,36.0,105.0,3.05,0.55,6
2530,7.9,0.35,0.46,3.6,0.078,15.0,37.0,3.35,0.86,8
2531,8.8,0.55,0.04,2.2,0.119,14.0,56.0,3.21,0.6,6
2532,6.1,0.3,0.3,2.1,0.031,50.0,163.0,3.39,0.43,7
2533,6.1,0.27,0.25,1.8,0.041,9.0,109.0,3.08,0.54,5
2534,5.9,0.21,0.31,1.8,0.033,45.0,142.0,3.35,0.5,6
2535,6.6,0.19,0.99,1.2,0.122,45.0,129.0,3.09,0.31,6
2536,6.0,0.27,0.32,3.6,0.035,36.0,133.0,3.23,0.46,6
2537,6.9,0.15,0.29,2.3,0.033,14.0,82.0,3.1,0.58,7
2538,6.1,0.715,0.1,2.6,0.053,13.0,27.0,3.57,0.5,5
2539,7.9,0.28,0.49,7.7,0.045,48.0,195.0,3.04,0.55,6
2540,7.2,0.43,0.24,6.7,0.058,40.0,163.0,3.2,0.41,5
2541,9.0,0.4,0.43,2.4,0.068,29.0,46.0,3.2,0.6,6
2542,6.0,0.29,0.41,10.8,0.048,55.0,149.0,3.09,0.59,7
2543,6.6,0.42,0.33,2.8,0.034,15.0,85.0,3.28,0.51,6
2544,5.9,0.34,0.25,2.0,0.042,12.0,110.0,3.02,0.54,6
2545,8.0,0.22,0.42,14.6,0.044,45.0,163.0,3.21,0.69,7
2546,7.4,0.32,0.55,16.6,0.056,53.0,238.0,2.96,0.58,6
2547,8.0,0.27,0.57,10.4,0.053,18.0,134.0,3.12,0.68,5
2548,5.7,0.22,0.25,1.1,0.05,97.0,175.0,3.44,0.62,6
2549,6.4,0.26,0.43,12.6,0.033,64.0,230.0,3.08,0.38,5
2550,7.2,0.26,0.4,6.3,0.047,52.0,172.0,3.18,0.53,6
2551,6.4,0.28,0.29,1.6,0.052,34.0,127.0,3.48,0.56,7
2552,8.4,0.62,0.09,2.2,0.084,11.0,108.0,3.15,0.66,5
2553,6.0,0.22,0.23,5.0,0.045,10.0,122.0,2.94,0.63,6
2554,6.4,0.23,0.27,2.1,0.042,35.0,100.0,3.03,0.63,6
2555,7.0,0.22,0.33,2.1,0.052,15.0,76.0,3.2,0.41,6
2556,6.3,0.32,0.32,1.5,0.037,12.0,76.0,3.3,0.46,6
2557,6.5,0.28,0.33,15.7,0.053,51.0,190.0,3.22,0.51,6
2558,5.6,0.255,0.57,10.7,0.056,66.0,171.0,3.25,0.61,7
2559,9.5,0.46,0.49,6.3,0.064,5.0,17.0,3.21,0.73,6
2560,10.0,0.32,0.59,2.2,0.077,3.0,15.0,3.2,0.78,5
2561,7.1,0.21,0.3,1.4,0.037,45.0,143.0,3.13,0.33,6
2562,5.4,0.46,0.15,2.1,0.026,29.0,130.0,3.39,0.77,8
2563,6.9,0.33,0.21,1.0,0.053,39.0,148.0,3.12,0.45,6
2564,7.2,0.67,0.0,2.2,0.068,10.0,24.0,3.42,0.72,6
2565,5.7,0.26,0.3,1.8,0.039,30.0,105.0,3.48,0.52,7
2566,7.7,0.6,0.0,2.6,0.055,7.0,13.0,3.38,0.56,5
2567,8.1,0.53,0.22,2.2,0.078,33.0,89.0,3.26,0.46,6
2568,6.9,0.4,0.56,11.2,0.043,40.0,142.0,3.14,0.46,5
2569,7.1,0.17,0.43,1.3,0.023,33.0,132.0,3.11,0.56,6
2570,7.6,0.17,0.27,4.6,0.05,23.0,98.0,3.08,0.47,6
2571,5.2,0.2,0.27,3.2,0.047,16.0,93.0,3.44,0.53,7
2572,7.9,0.22,0.45,14.2,0.038,53.0,141.0,3.03,0.46,6
2573,5.0,0.24,0.19,5.0,0.043,17.0,101.0,3.67,0.57,5
2574,6.5,0.31,0.61,13.0,0.053,31.0,123.0,3.09,0.5,6
2575,5.7,0.4,0.35,5.1,0.026,17.0,113.0,3.18,0.67,6
2576,9.0,0.26,0.34,6.7,0.029,21.0,162.0,3.08,0.5,6
2577,8.2,0.2,0.36,8.1,0.035,60.0,163.0,3.05,0.3,6
2578,7.4,0.28,0.3,5.3,0.054,44.0,161.0,3.12,0.48,6
2579,6.6,0.58,0.0,2.2,0.1,50.0,63.0,3.59,0.68,6
2580,8.5,0.18,0.3,1.1,0.028,34.0,95.0,2.83,0.36,4
2581,7.5,0.27,0.36,7.0,0.036,45.0,164.0,3.03,0.33,5
2582,8.7,0.29,0.52,1.6,0.113,12.0,37.0,3.25,0.58,5
2583,6.8,0.13,0.39,1.4,0.034,19.0,102.0,3.23,0.6,7
2584,6.0,0.45,0.65,9.7,0.08,11.0,159.0,3.04,0.48,5
2585,8.8,0.19,0.3,5.0,0.028,34.0,120.0,2.94,0.47,5
2586,6.5,0.63,0.33,1.8,0.059,16.0,28.0,3.36,0.64,6
2587,7.3,0.15,0.4,2.0,0.05,24.0,92.0,3.14,0.45,5
2588,6.2,0.57,0.1,2.1,0.048,4.0,11.0,3.44,0.76,6
2589,5.0,0.455,0.18,1.9,0.036,33.0,106.0,3.21,0.83,7
2590,9.0,0.36,0.52,2.1,0.111,5.0,10.0,3.31,0.62,6
2591,7.7,0.29,0.48,2.3,0.049,36.0,178.0,3.17,0.64,6
2592,6.2,0.2,0.49,1.6,0.065,17.0,143.0,3.22,0.52,6
2593,6.2,0.27,0.32,6.3,0.048,47.0,159.0,3.21,0.6,6
2594,10.2,0.33,0.46,1.9,0.081,6.0,9.0,3.1,0.48,6
2595,5.2,0.34,0.0,1.8,0.05,27.0,63.0,3.68,0.79,6
2596,6.9,0.4,0.56,11.2,0.043,40.0,142.0,3.14,0.46,5
2597,6.8,0.18,0.28,8.7,0.047,52.0,242.0,3.22,0.53,6
2598,6.4,0.26,0.49,6.4,0.037,37.0,161.0,3.38,0.53,6
2599,7.3,0.28,0.36,12.7,0.04,38.0,140.0,3.3,0.79,6
2600,7.1,0.26,0.34,14.4,0.067,35.0,189.0,3.07,0.53,7
2601,6.2,0.25,0.39,1.3,0.051,42.0,135.0,3.23,0.4,6
2602,6.8,0.32,0.18,7.5,0.041,71.0,223.0,3.14,0.41,5
2603,8.2,0.34,0.37,1.9,0.057,43.0,74.0,3.23,0.81,6
2604,6.4,0.26,0.22,5.1,0.037,23.0,131.0,3.29,0.32,5
2605,7.6,0.3,0.25,4.3,0.054,22.0,111.0,3.12,0.49,5
2606,7.9,0.33,0.28,31.6,0.053,35.0,176.0,3.15,0.38,6
2607,6.9,0.25,0.33,1.2,0.035,35.0,158.0,3.02,0.58,6
2608,6.8,0.22,0.3,10.6,0.07,67.0,194.0,2.89,0.42,6
2609,7.8,0.5,0.12,1.8,0.178,6.0,21.0,3.28,0.87,6
2610,6.7,0.17,0.5,2.1,0.043,27.0,122.0,3.15,0.45,6
2611,6.6,0.17,0.38,1.5,0.032,28.0,112.0,3.25,0.55,7
2612,8.9,0.31,0.57,2.0,0.111,26.0,85.0,3.26,0.53,5
2613,6.6,0.725,0.09,5.5,0.117,9.0,17.0,3.35,0.49,6
2614,6.6,0.21,0.3,9.9,0.041,64.0,174.0,3.07,0.5,6
2615,7.3,0.23,0.41,14.6,0.048,73.0,223.0,3.16,0.71,6
2616,7.2,0.605,0.02,1.9,0.096,10.0,31.0,3.46,0.53,6
2617,6.3,0.3,0.24,6.6,0.04,38.0,141.0,3.22,0.47,5
2618,6.8,0.73,0.2,6.6,0.054,25.0,65.0,3.12,0.28,4
2619,7.4,0.38,0.27,7.5,0.041,24.0,160.0,3.17,0.43,5
2620,6.9,0.42,0.2,15.4,0.043,57.0,201.0,3.08,0.54,5
2621,6.8,0.67,0.15,1.8,0.118,13.0,20.0,3.42,0.67,6
2622,5.7,0.32,0.5,2.6,0.049,17.0,155.0,3.22,0.64,6
2623,8.0,0.27,0.25,19.1,0.045,50.0,208.0,3.05,0.5,6
2624,6.7,0.4,0.22,8.8,0.052,24.0,113.0,3.22,0.45,5
2625,7.1,0.18,0.36,1.4,0.043,31.0,87.0,3.26,0.37,7
2626,7.3,0.13,0.31,2.3,0.054,22.0,104.0,3.24,0.92,7
2627,6.7,0.24,0.41,9.4,0.04,49.0,166.0,3.12,0.61,6
2628,6.0,0.22,0.33,12.2,0.033,25.0,97.0,3.17,0.42,7
2629,6.2,0.2,0.26,9.7,0.03,39.0,102.0,3.08,0.56,7
2630,8.3,0.845,0.01,2.2,0.07,5.0,14.0,3.32,0.58,4
2631,6.5,0.43,0.28,11.25,0.032,31.0,87.0,3.02,0.38,6
2632,7.3,0.25,0.36,2.1,0.034,30.0,177.0,3.25,0.4,8
2633,7.4,0.29,0.25,3.8,0.044,30.0,114.0,3.11,0.4,6
2634,8.0,0.45,0.28,10.8,0.051,25.0,157.0,3.06,0.47,7
2635,7.2,0.08,0.49,1.3,0.05,18.0,148.0,3.46,0.44,6
2636,6.8,0.27,0.24,4.6,0.098,36.0,127.0,3.15,0.49,6
2637,6.0,0.11,0.47,10.6,0.052,69.0,148.0,2.91,0.34,4
2638,8.8,0.39,0.35,1.8,0.096,22.0,80.0,2.95,0.54,6
2639,6.3,0.15,0.3,1.4,0.022,38.0,100.0,3.42,0.57,7
2640,5.1,0.35,0.26,6.8,0.034,36.0,120.0,3.38,0.4,6
2641,6.0,0.41,0.23,1.1,0.066,22.0,148.0,3.3,0.47,5
2642,12.5,0.46,0.49,4.5,0.07,26.0,49.0,3.05,0.57,4
2643,8.8,0.23,0.74,3.2,0.042,15.0,126.0,3.02,0.51,6
2644,6.5,0.41,0.22,4.8,0.052,49.0,142.0,3.14,0.62,5
2645,7.3,0.35,0.24,2.0,0.067,28.0,48.0,3.43,0.54,4
2646,7.0,0.28,0.26,1.7,0.042,34.0,130.0,3.43,0.5,8
2647,7.8,0.28,0.49,1.3,0.046,27.0,142.0,3.09,0.59,5
2648,8.0,0.55,0.17,8.2,0.04,13.0,60.0,3.09,0.3,4
2649,6.2,0.24,0.22,7.9,0.053,45.0,149.0,3.23,0.52,5
2650,8.1,0.28,0.4,6.9,0.05,30.0,97.0,3.26,0.44,6
2651,7.9,0.31,0.32,1.9,0.066,14.0,36.0,3.41,0.56,6
2652,8.5,0.28,0.56,1.8,0.092,35.0,103.0,3.3,0.75,7
2653,6.5,0.18,0.41,14.2,0.039,47.0,129.0,3.28,0.72,7
2654,6.4,0.13,0.28,0.9,0.045,32.0,87.0,3.47,0.52,6
2655,6.6,0.36,0.52,11.3,0.046,8.0,110.0,3.07,0.46,5
2656,7.3,0.18,0.29,1.2,0.044,12.0,143.0,3.2,0.48,7
2657,6.9,0.13,0.28,13.3,0.05,47.0,132.0,3.34,0.42,6
2658,6.1,0.16,0.34,6.1,0.034,31.0,114.0,3.32,0.58,7
2659,7.3,0.19,0.49,15.55,0.058,50.0,134.0,3.42,0.36,7
2660,8.3,0.54,0.28,1.9,0.077,11.0,40.0,3.39,0.61,6
2661,6.5,0.22,0.34,12.0,0.053,55.0,177.0,3.52,0.44,6
2662,6.6,0.38,0.15,4.6,0.044,25.0,78.0,3.11,0.38,6
2663,7.2,0.23,0.25,18.8,0.085,19.0,111.0,3.1,0.51,5
2664,6.5,0.24,0.32,7.6,0.038,48.0,203.0,3.45,0.54,7
2665,6.3,0.28,0.29,6.8,0.051,40.0,143.0,3.43,0.59,6
2666,10.4,0.38,0.46,2.1,0.104,6.0,10.0,3.12,0.65,7
2667,8.7,0.69,0.0,3.2,0.084,13.0,33.0,3.36,0.45,5
2668,6.9,0.23,0.4,7.5,0.04,50.0,151.0,3.11,0.27,6
2669,6.8,0.21,0.31,2.9,0.046,40.0,121.0,3.07,0.65,7
2670,6.5,0.22,0.25,17.1,0.05,44.0,138.0,3.3,0.37,5
2671,7.4,0.29,0.38,1.7,0.062,9.0,30.0,3.41,0.53,6
2672,7.2,0.63,0.0,1.9,0.097,14.0,38.0,3.37,0.58,6
2673,7.1,0.26,0.37,5.5,0.025,31.0,105.0,3.06,0.33,8
2674,11.9,0.58,0.66,2.5,0.072,6.0,37.0,3.05,0.56,5
2675,5.6,0.12,0.26,4.3,0.038,18.0,97.0,3.36,0.46,5
2676,6.1,0.27,0.31,1.5,0.035,17.0,83.0,3.32,0.44,7
2677,5.2,0.48,0.04,1.6,0.054,19.0,106.0,3.54,0.62,7
2678,5.6,0.29,0.05,0.8,0.038,11.0,30.0,3.36,0.35,5
2679,6.7,0.41,0.27,2.6,0.033,25.0,85.0,3.05,0.34,6
2680,6.6,0.16,0.25,9.8,0.049,59.5,137.0,3.16,0.38,6
2681,6.5,0.33,0.3,3.8,0.036,34.0,88.0,3.25,0.63,7
2682,6.8,0.11,0.42,1.1,0.042,51.0,132.0,3.18,0.74,7
2683,6.7,0.41,0.24,5.4,0.035,33.0,115.0,3.12,0.44,7
2684,6.3,0.21,0.28,1.5,0.051,46.0,142.0,3.23,0.42,6
2685,6.0,0.26,0.24,1.3,0.053,66.0,150.0,3.21,0.62,6
2686,6.9,0.18,0.38,8.1,0.049,44.0,176.0,3.3,0.54,6
2687,6.7,0.2,0.3,1.4,0.025,17.0,76.0,3.11,0.44,6
2688,6.4,0.22,0.49,7.5,0.054,42.0,151.0,3.27,0.52,6
2689,7.1,0.2,0.31,6.85,0.053,32.0,211.0,3.31,0.59,6
2690,6.7,0.62,0.21,1.9,0.079,8.0,62.0,3.52,0.58,6
2691,9.1,0.3,0.41,2.0,0.068,10.0,24.0,3.27,0.85,7
2692,9.4,0.27,0.53,2.4,0.074,6.0,18.0,3.2,1.13,7
2693,7.5,0.23,0.29,2.6,0.031,24.0,98.0,3.0,0.54,6
2694,6.6,0.24,0.35,7.7,0.031,36.0,135.0,3.19,0.37,5
2695,6.0,0.2,0.26,6.8,0.049,22.0,93.0,3.15,0.42,6
2696,8.1,0.28,0.49,1.0,0.04,32.0,148.0,3.13,0.41,6
2697,6.6,0.8,0.03,7.8,0.079,6.0,12.0,3.52,0.5,5
2698,8.0,0.38,0.06,1.8,0.078,12.0,49.0,3.37,0.52,6
2699,8.7,0.52,0.09,2.5,0.091,20.0,49.0,3.34,0.86,7
2700,9.2,0.28,0.46,3.2,0.058,39.0,133.0,3.14,0.58,5
2701,6.9,0.32,0.13,7.8,0.042,11.0,117.0,3.23,0.37,5
2702,7.8,0.34,0.27,1.2,0.04,25.0,106.0,3.01,0.55,5
2703,8.9,0.5,0.21,2.2,0.088,21.0,39.0,3.33,0.83,6
2704,6.7,0.25,0.31,1.35,0.061,30.5,218.0,3.16,0.53,5
2705,6.8,0.24,0.37,7.45,0.043,59.0,188.0,3.2,0.5,6
2706,6.8,0.26,0.43,11.75,0.045,53.0,198.0,3.26,0.55,5
2707,8.6,0.645,0.25,2.0,0.083,8.0,28.0,3.28,0.6,6
2708,8.0,0.36,0.43,10.1,0.053,29.0,146.0,3.4,0.46,6
2709,7.0,0.655,0.16,2.1,0.074,8.0,25.0,3.37,0.55,5
2710,8.3,0.33,0.42,2.3,0.07,9.0,20.0,3.38,0.77,7
2711,5.3,0.33,0.3,1.2,0.048,25.0,119.0,3.32,0.62,6
2712,5.2,0.5,0.18,2.0,0.036,23.0,129.0,3.36,0.77,7
2713,7.5,0.14,0.34,1.3,0.055,50.0,153.0,3.29,0.8,6
2714,6.9,0.54,0.04,3.0,0.077,7.0,27.0,3.69,0.91,6
2715,6.5,0.32,0.3,2.3,0.051,20.0,127.0,3.13,0.52,6
2716,6.9,0.19,0.35,6.9,0.045,51.0,125.0,3.1,0.44,7
2717,6.5,0.19,0.1,1.3,0.046,23.0,107.0,3.29,0.45,5
2718,10.4,0.44,0.42,1.5,0.145,34.0,48.0,3.38,0.86,3
2719,6.3,0.18,0.22,5.6,0.047,45.0,147.0,3.09,0.54,5
2720,7.5,0.42,0.2,1.4,0.06,15.0,168.0,3.06,0.4,6
2721,5.0,0.235,0.27,11.75,0.03,34.0,118.0,3.07,0.5,6
2722,6.4,0.29,0.28,11.1,0.063,66.0,169.0,2.89,0.57,5
2723,5.5,0.16,0.31,1.2,0.026,31.0,68.0,3.33,0.44,6
2724,6.8,0.18,0.28,9.8,0.039,29.0,113.0,3.11,0.45,7
2725,7.1,0.22,0.74,2.7,0.044,42.0,144.0,3.31,0.41,6
2726,7.2,0.37,0.15,2.0,0.029,27.0,87.0,3.3,0.59,7
2727,8.4,0.29,0.29,1.05,0.032,4.0,55.0,2.91,0.32,4
2728,6.2,0.56,0.09,1.7,0.053,24.0,32.0,3.54,0.6,5
2729,5.9,0.32,0.33,2.1,0.027,35.0,138.0,3.37,0.42,6
2730,7.2,0.4,0.24,8.5,0.055,45.0,151.0,3.2,0.52,5
2731,7.4,0.18,0.42,2.1,0.036,33.0,187.0,3.4,0.41,7
2732,7.0,0.16,0.3,2.6,0.043,34.0,90.0,2.88,0.47,6
2733,8.3,0.22,0.34,1.1,0.043,20.0,116.0,3.0,0.47,6
2734,9.0,0.43,0.34,2.5,0.08,26.0,86.0,3.38,0.62,6
2735,6.7,0.54,0.28,5.4,0.06,21.0,105.0,3.27,0.37,5
2736,11.6,0.475,0.4,1.4,0.091,6.0,28.0,3.07,0.65,6
2737,6.5,0.53,0.06,2.0,0.063,29.0,44.0,3.38,0.83,6
2738,7.3,0.41,0.29,1.8,0.032,26.0,74.0,2.96,0.35,8
2739,7.2,0.31,0.35,7.2,0.046,45.0,178.0,3.14,0.53,5
2740,6.8,0.67,0.3,13.0,0.29,22.0,193.0,3.08,0.67,4
2741,6.6,0.27,0.33,1.4,0.042,24.0,183.0,3.29,0.46,5
2742,6.4,0.31,0.28,2.5,0.039,34.0,137.0,3.22,0.38,6
2743,6.9,0.26,0.38,10.5,0.044,33.0,139.0,3.06,0.5,6
2744,10.8,0.45,0.33,2.5,0.099,20.0,38.0,3.24,0.71,5
2745,6.4,0.14,0.28,7.9,0.057,21.0,82.0,3.26,0.36,6
2746,6.6,0.22,0.23,17.3,0.047,37.0,118.0,3.08,0.46,6
2747,8.6,0.2,0.42,1.5,0.041,35.0,125.0,3.11,0.49,7
2748,6.9,0.28,0.37,9.1,0.037,16.0,76.0,3.05,0.54,5
2749,6.9,0.5,0.04,1.5,0.085,19.0,49.0,3.35,0.78,5
2750,6.6,0.18,0.28,1.7,0.041,53.0,161.0,3.13,0.45,6
2751,6.4,0.29,0.3,2.9,0.036,25.0,79.0,3.29,0.6,7
2752,6.0,0.16,0.37,1.5,0.025,43.0,117.0,3.46,0.51,6
2753,6.4,0.31,0.28,1.5,0.037,12.0,119.0,3.32,0.51,7
2754,6.0,0.29,0.41,10.8,0.048,55.0,149.0,3.09,0.59,7
2755,6.3,0.24,0.29,1.6,0.052,48.0,185.0,3.21,0.5,5
2756,5.3,0.57,0.01,1.7,0.054,5.0,27.0,3.57,0.84,7
2757,7.2,0.3,0.3,8.7,0.022,14.0,111.0,3.11,0.61,5
2758,6.2,0.22,0.28,2.2,0.04,24.0,125.0,3.19,0.48,6
2759,8.8,0.24,0.23,10.3,0.032,12.0,97.0,3.13,0.4,6
2760,6.4,0.18,0.74,11.9,0.046,54.0,168.0,3.58,0.68,5
2761,7.0,0.57,0.1,8.3,0.094,23.0,188.0,3.4,0.47,4
2762,6.5,0.19,0.27,4.9,0.037,13.0,101.0,3.17,0.41,6
2763,5.4,0.17,0.27,2.7,0.049,28.0,104.0,3.46,0.55,6
2764,6.6,0.27,0.52,8.1,0.044,53.0,202.0,3.18,0.48,5
2765,6.8,0.35,0.44,6.5,0.056,31.0,161.0,3.14,0.44,5
2766,10.2,0.4,0.4,2.5,0.068,41.0,54.0,3.38,0.86,6
2767,6.7,0.15,0.32,7.9,0.034,17.0,81.0,3.29,0.31,6
2768,9.2,0.43,0.52,2.3,0.083,14.0,23.0,3.35,0.61,6
2769,6.9,0.27,0.4,14.0,0.05,64.0,227.0,3.18,0.58,6
2770,7.6,0.48,0.37,0.8,0.037,4.0,100.0,3.03,0.39,4
2771,6.8,0.3,0.24,6.6,0.123,35.0,116.0,3.07,0.48,5
2772,6.3,0.39,0.35,5.9,0.04,82.5,260.0,3.12,0.66,5
2773,6.5,0.32,0.45,7.7,0.022,31.0,97.0,3.2,0.7,7
2774,8.2,0.22,0.49,9.6,0.037,53.0,154.0,3.02,0.33,6
2775,12.5,0.56,0.49,2.4,0.064,5.0,27.0,3.08,0.87,5
2776,7.0,0.22,0.28,10.6,0.039,32.0,117.0,3.05,0.55,7
2777,6.5,0.41,0.24,14.0,0.048,24.0,113.0,3.44,0.53,6
2778,8.3,1.02,0.02,3.4,0.084,6.0,11.0,3.48,0.49,3
2779,6.6,0.39,0.39,11.9,0.057,51.0,221.0,3.26,0.51,6
2780,7.9,0.33,0.28,31.6,0.053,35.0,176.0,3.15,0.38,6
2781,7.1,0.3,0.49,1.6,0.045,31.0,100.0,3.4,0.59,5
2782,7.6,0.48,0.37,1.2,0.034,5.0,57.0,3.05,0.54,3
2783,7.2,0.27,0.27,2.4,0.048,30.0,149.0,3.1,0.51,6
2784,5.6,0.2,0.36,2.5,0.048,16.0,125.0,3.49,0.49,6
